index,order_id,date,status,fulfilment,sales_channel,ship-service-level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b,fulfilled-by
3354,402-3536812-6539528,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3721,JNE3721-KR-S,kurta,S,B099FC46Q8,Shipped,1,INR,329.0,HYDERABAD,TELANGANA,500056.0,IN,False,Easy Ship
3355,404-4144507-5376354,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-XXL,Set,XXL,B09QJ48KSN,Shipped,1,INR,969.0,BENGALURU,KARNATAKA,560076.0,IN,False,Easy Ship
3357,171-7468176-5116331,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET386,SET386-KR-NP-M,Set,M,B09K3P2BCG,Shipped,1,INR,631.0,NEW DELHI,DELHI,110045.0,IN,False,Easy Ship
3364,402-3793602-2849965,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0349,J0349-SET-XS,Set,XS,B099NM2DMY,Shipped,1,INR,801.0,CUTTACK,ODISHA,753014.0,IN,False,Easy Ship
3373,403-5321908-1061103,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XXXL,kurta,3XL,B09HMXJVFS,Shipped,1,INR,517.0,PANIPAT,HARYANA,132103.0,IN,False,Easy Ship
3376,407-6560458-4010752,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3784,JNE3784-KR-XXL,kurta,XXL,B09K3XZC3J,Shipped,1,INR,458.0,BENGALURU,KARNATAKA,560105.0,IN,False,Easy Ship
3379,408-6823756-2624346,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-XXXL,Set,3XL,B09QJM78WH,Shipped,1,INR,1163.0,SASARAM,BIHAR,821115.0,IN,False,Easy Ship
3380,403-9358978-1325963,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0117,J0117-TP-XXL,Top,XXL,B08N4XHHCQ,Shipped,1,INR,518.0,BENGALURU,KARNATAKA,560041.0,IN,False,Easy Ship
3381,403-7985902-0760311,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-XXL,kurta,XXL,B09HMS8F1B,Shipped,1,INR,517.0,TRIVANDRUM,KERALA,695006.0,IN,False,Easy Ship
3385,406-4969597-4889915,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-XL,kurta,XL,B08RP67NGB,Shipped,1,INR,363.0,KANPUR,UTTAR PRADESH,208027.0,IN,False,Easy Ship
3391,406-6199896-7708345,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3522,JNE3522-KR-M,kurta,M,B08W9PXHK5,Shipped,1,INR,342.0,RUSHIKONDA APIIC,ANDHRA PRADESH,530045.0,IN,False,Easy Ship
3397,408-6302592-9064349,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0282,J0282-SET-XS,Set,XS,B08QGKLWXC,Shipped,1,INR,999.0,PANDARIA,CHHATTISGARH,491559.0,IN,False,Easy Ship
3399,408-1549094-4983544,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET389,SET389-KR-NP-XS,Set,XS,B09KXV8PXG,Shipped,1,INR,680.0,DEHRADUN,UTTARAKHAND,248001.0,IN,False,Easy Ship
3403,405-0272567-4338740,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-M,Set,M,B09G2R6Y8J,Shipped,1,INR,582.0,AMRITSAR,PUNJAB,143001.0,IN,False,Easy Ship
3404,171-4044598-7607555,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET171,SET171-KR-NP-XXXL,Set,3XL,B0822TKGKH,Shipped,1,INR,792.0,SRIKAKULAM,ANDHRA PRADESH,532264.0,IN,False,Easy Ship
3406,402-6159104-4848320,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XXXL,Set,3XL,B09M76KXC7,Shipped,1,INR,613.0,KOLKATA,WEST BENGAL,700033.0,IN,False,Easy Ship
3412,404-9824686-5295561,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3865,JNE3865-TP-XXXL,Top,3XL,B09TZSJVFX,Shipped,1,INR,599.0,PIMPRI CHINCHWAD Pune,MAHARASHTRA,411027.0,IN,False,Easy Ship
3415,403-9775429-2272333,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,696.0,DHANBAD,JHARKHAND,826005.0,IN,False,Easy Ship
3419,406-0864370-9908303,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5023,MEN5023-KR-M,kurta,M,B08YZ1B283,Shipped,1,INR,549.0,URAVAKONDA,ANDHRA PRADESH,515812.0,IN,False,Easy Ship
3424,171-5093113-1243543,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET363,SET363-KR-NP-XS,Set,XS,B09TH9HS5R,Shipped,1,INR,1338.0,KOLKATA,WEST BENGAL,700003.0,IN,False,Easy Ship
3429,404-9641041-5035566,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3364,JNE3364-KR-1051-A-XXL,kurta,XXL,B07WW51DFC,Shipped,1,INR,376.0,Chennai,TAMIL NADU,603112.0,IN,False,Easy Ship
3430,404-9641041-5035566,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3365,JNE3365-KR-1052-A-L,kurta,L,B07WP5GQKV,Shipped,1,INR,376.0,Chennai,TAMIL NADU,603112.0,IN,False,Easy Ship
3431,404-9641041-5035566,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3714,JNE3714-KR-L,kurta,L,B099NQB2S9,Shipped,1,INR,459.0,Chennai,TAMIL NADU,603112.0,IN,False,Easy Ship
3435,402-8465050-7143536,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW016,NW016-ST-SR-M,Set,M,B099NQLDSS,Shipped,1,INR,560.0,SHIMLA,HIMACHAL PRADESH,172031.0,IN,False,Easy Ship
3439,404-3610194-6117904,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3658,JNE3658-TP-L,Top,L,B094346FB7,Shipped,1,INR,359.0,SURAT,Gujarat,395010.0,IN,False,Easy Ship
3440,403-1936015-3329911,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XL,Set,XL,B099NJV9X7,Shipped,1,INR,599.0,CHANDIGARH,CHANDIGARH,160101.0,IN,False,Easy Ship
3457,407-5280017-3858715,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Shipped,1,INR,545.0,BANGALORE,KARNATAKA,560020.0,IN,False,Easy Ship
3458,171-9235054-5255567,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BL053,BL053-153GOLD-A,Blouse,Free,B07D31NRQ2,Shipped,1,INR,379.0,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,False,Easy Ship
3459,408-5097072-4712322,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XXXL,kurta,3XL,B09HMTKV2L,Shipped,1,INR,0.0,NOIDA,UTTAR PRADESH,201301.0,IN,False,Easy Ship
3460,402-0633442-9544323,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0234,J0234-SKD-XXXL,Set,3XL,B08WJ1VNCH,Shipped,1,INR,1213.0,DEOBAND,UTTAR PRADESH,247554.0,IN,False,Easy Ship
3469,407-5822698-8809124,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET393,SET393-KR-NP-XXL,Set,XXL,B09QJ48KSN,Shipped,1,INR,969.0,GURGAON,HARYANA,122001.0,IN,False,Easy Ship
3470,403-3394386-2912303,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET386,SET386-KR-NP-XXL,Set,XXL,B09K3LL5SD,Shipped,1,INR,631.0,MUMBAI,MAHARASHTRA,400081.0,IN,False,Easy Ship
3472,404-8997701-5838730,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5009,MEN5009-KR-XXXL,kurta,3XL,B08YYZWV9C,Shipped,1,INR,499.0,NEW DELHI,DELHI,110009.0,IN,False,Easy Ship
3475,406-5038784-6710761,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3334,JNE3334-KR-M,kurta,M,B07S8WG31H,Shipped,1,INR,318.0,BENGALURU,KARNATAKA,560062.0,IN,False,Easy Ship
3476,171-0242185-4022727,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET220,SET220-KR-PP-S,Set,S,B08MXC65V6,Shipped,1,INR,1099.0,LUCKNOW,UTTAR PRADESH,226020.0,IN,False,Easy Ship
3483,407-7419861-4520333,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET219,SET219-KR-PP-XXXL,Set,3XL,B08B3Y6ZXM,Shipped,1,INR,662.0,NEW DELHI,DELHI,110096.0,IN,False,Easy Ship
3487,406-5641403-9515549,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5015,MEN5015-KR-XXL,kurta,XXL,B08YYSXVCG,Shipped,1,INR,475.0,ERNAKULAM,KERALA,682017.0,IN,False,Easy Ship
3495,405-1790173-3197132,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3437,JNE3437-KR-XXL,kurta,XXL,B085HJXJ3M,Shipped,1,INR,517.0,bangalore,KARNATAKA,560068.0,IN,False,Easy Ship
3500,405-5738434-7198762,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,PUNE,MAHARASHTRA,411038.0,IN,False,Easy Ship
3503,404-8847664-7095520,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5027,MEN5027-KR-L,kurta,L,B08YYRKNC7,Shipped,1,INR,475.0,CHENNAI,TAMIL NADU,600078.0,IN,False,Easy Ship
3505,408-7263987-7360342,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0119,J0119-TP-M,Top,M,B08RYQNCQ1,Shipped,1,INR,574.0,ERNAKULAM,KERALA,682018.0,IN,False,Easy Ship
3506,408-6727532-6802744,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Shipped,1,INR,696.0,KANPUR,UTTAR PRADESH,208027.0,IN,False,Easy Ship
3510,407-6774029-0041905,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5022,MEN5022-KR-XXXL,kurta,3XL,B08YYTHKY5,Shipped,1,INR,533.0,TIRUCHIRAPPALLI,TAMIL NADU,620006.0,IN,False,Easy Ship
3515,408-9189814-1337959,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET401,SET401-KR-NP-M,Set,M,B09VC6KHX8,Shipped,1,INR,1186.0,MORENA,MADHYA PRADESH,476001.0,IN,False,Easy Ship
3516,408-9189814-1337959,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET394,SET394-KR-NP-M,Set,M,B09TH54RJ9,Shipped,1,INR,1281.0,MORENA,MADHYA PRADESH,476001.0,IN,False,Easy Ship
3517,408-9189814-1337959,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET323,SET323-KR-NP-M,Set,M,B09NDK8FFH,Shipped,1,INR,939.0,MORENA,MADHYA PRADESH,476001.0,IN,False,Easy Ship
3518,408-9189814-1337959,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET288,SET288-KR-NP-M,Set,M,B09M6X6C6T,Shipped,1,INR,684.0,MORENA,MADHYA PRADESH,476001.0,IN,False,Easy Ship
3532,408-3540833-5681167,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3709,JNE3709-DR-XXXL,Western Dress,3XL,B091SXNPZB,Shipped,1,INR,833.0,HYDERABAD,TELANGANA,500084.0,IN,False,Easy Ship
3535,171-8304082-3222759,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,696.0,NAVI MUMBAI,MAHARASHTRA,400703.0,IN,False,Easy Ship
3536,406-3846244-8341912,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-XXXL,Set,3XL,B09TZVY27D,Shipped,1,INR,1238.0,JODHPUR,RAJASTHAN,342002.0,IN,False,Easy Ship
3545,407-9533857-8290711,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3730,JNE3730-KR-XL,kurta,XL,B09HMG9NV1,Shipped,1,INR,299.0,ROHTAK,HARYANA,124001.0,IN,False,Easy Ship
3549,407-2070861-0186727,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-S,Western Dress,S,B099NS6BTY,Shipped,1,INR,665.0,BHIWADI,RAJASTHAN,301019.0,IN,False,Easy Ship
3552,405-1189923-0965941,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XL,kurta,XL,B08YYVLZVH,Shipped,1,INR,533.0,LUCKNOW,UTTAR PRADESH,226003.0,IN,False,Easy Ship
3553,405-1189923-0965941,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5023,MEN5023-KR-XL,kurta,XL,B08YZ22Q6R,Shipped,1,INR,549.0,LUCKNOW,UTTAR PRADESH,226003.0,IN,False,Easy Ship
3555,402-9244246-4717953,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET385,SET385-KR-NP-XL,Set,XL,B09K3SJVR1,Shipped,1,INR,631.0,COIMBATORE,TAMIL NADU,641006.0,IN,False,Easy Ship
3557,408-7633695-8931551,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,0.0,LUCKNOW,UTTAR PRADESH,226010.0,IN,False,Easy Ship
3559,402-9365141-1046721,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-L,kurta,L,B09HMM2G1B,Shipped,1,INR,517.0,Vilangad,KERALA,673506.0,IN,False,Easy Ship
3567,403-6612699-7604304,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3690,JNE3690-TU-XXXL,Top,3XL,B094FLCKQN,Shipped,1,INR,518.0,KOLKATA,WEST BENGAL,700075.0,IN,False,Easy Ship
3568,171-4960232-7222709,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0338,J0338-DR-XS,Western Dress,XS,B0982ZRVSC,Shipped,1,INR,744.0,HYDERABAD,TELANGANA,500072.0,IN,False,Easy Ship
3570,405-1898130-5961124,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3504,JNE3504-KR-XL,kurta,XL,B09811WPL9,Shipped,1,INR,487.0,BENGALURU,KARNATAKA,560036.0,IN,False,Easy Ship
3571,405-1898130-5961124,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET210,SET210-KR-PP-L,Set,L,B08RJBQSMG,Shipped,1,INR,575.0,BENGALURU,KARNATAKA,560036.0,IN,False,Easy Ship
3572,402-4892485-6219544,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET383,SET383-KR-NP-M,Set,M,B09K3CQ75T,Shipped,1,INR,631.0,NEW DELHI,DELHI,110053.0,IN,False,Easy Ship
3574,402-9417205-7334735,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3790,JNE3790-KR-XL,kurta,XL,B09KXMK44R,Shipped,1,INR,316.0,PUDUCHERRY,PUDUCHERRY,605014.0,IN,False,Easy Ship
3575,402-9417205-7334735,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3775,JNE3775-KR-XL,kurta,XL,B09KXSLXWG,Shipped,1,INR,291.0,PUDUCHERRY,PUDUCHERRY,605014.0,IN,False,Easy Ship
3577,407-4571355-7756342,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3606,JNE3606-KR-XXL,kurta,XXL,B08MYTY6B9,Shipped,1,INR,487.0,MYSURU,KARNATAKA,570017.0,IN,False,Easy Ship
3580,405-6344747-7353149,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0308,J0308-DR-S,Western Dress,S,B099NS6BTY,Shipped,1,INR,665.0,PIMPRI CHINCHWAD,MAHARASHTRA,411026.0,IN,False,Easy Ship
3583,404-0173309-3907531,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET265,SET265-KR-NP-XL,Set,XL,B0983DQLBQ,Shipped,1,INR,888.0,Kakkanad,KERALA,682037.0,IN,False,Easy Ship
3584,405-8038408-0378754,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3484,JNE3484-KR-XL,kurta,XL,B08W9KCKQD,Shipped,1,INR,295.0,GURUGRAM,HARYANA,122018.0,IN,False,Easy Ship
3586,402-1498042-8394766,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3030,JNE3030-KR-XXXL,kurta,3XL,B07JKYXKBJ,Shipped,1,INR,736.0,RAMAGUNDAM,TELANGANA,505215.0,IN,False,Easy Ship
3588,407-2051046-0314708,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET201,SET201-KR-NP-A-XXXL,Set,3XL,B08L93NGJW,Shipped,1,INR,595.0,New Delhi,DELHI,110085.0,IN,False,Easy Ship
3589,402-5148068-2588303,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0041,J0041-SET-S,Set,S,B089G1JQCK,Shipped,1,INR,660.0,KANHANGAD,KERALA,671531.0,IN,False,Easy Ship
3590,408-0613240-5232364,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3865,JNE3865-TP-XXXL,Top,3XL,B09TZSJVFX,Shipped,1,INR,599.0,BHUBANESWAR,ODISHA,751013.0,IN,False,Easy Ship
3591,405-9361055-4426758,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET281,SET281-KR-PP-XXL,Set,XXL,B0983G9Z9T,Shipped,1,INR,499.0,NAVI MUMBAI,MAHARASHTRA,400701.0,IN,False,Easy Ship
3593,405-2187860-3349121,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET295,SET295-KR-NP-L,Set,L,B09PN32VNJ,Shipped,1,INR,751.0,KAWARDHA,CHHATTISGARH,491995.0,IN,False,Easy Ship
3595,404-2190378-4631520,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-L,kurta,L,B08YYZNNWM,Shipped,1,INR,533.0,INDORE,MADHYA PRADESH,452009.0,IN,False,Easy Ship
3599,403-7144869-0881115,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3806,JNE3806-KR-L,kurta,L,B09RKC8XLG,Shipped,1,INR,521.0,GANDHINAGAR,Gujarat,382006.0,IN,False,Easy Ship
3600,405-8921078-1101948,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3423,JNE3423-KR-L,kurta,L,B081X4S826,Shipped,1,INR,399.0,Haldwani,UTTARAKHAND,263139.0,IN,False,Easy Ship
3620,407-9232108-2267508,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3691,JNE3691-TU-L,Top,L,B0986VTQL7,Shipped,1,INR,625.0,VADODARA,Gujarat,390011.0,IN,False,Easy Ship
3621,407-9232108-2267508,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3679,JNE3679-TU-L,Top,L,B0943J4SL3,Shipped,1,INR,425.0,VADODARA,Gujarat,390011.0,IN,False,Easy Ship
3623,171-2218123-5633955,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0209,J0209-DR-M,Ethnic Dress,M,B0982YHS8Y,Shipped,1,INR,721.0,KOLKATA,WEST BENGAL,700102.0,IN,False,Easy Ship
3635,406-0983295-8481143,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,MUMBAI -400064,MAHARASHTRA,400064.0,IN,False,Easy Ship
3638,408-8203333-2276325,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET402,SET402-KR-NP-M,Set,M,B09VC5F9KB,Shipped,1,INR,1149.0,LUDHIANA,PUNJAB,141013.0,IN,False,Easy Ship
3640,171-4623042-7676322,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0185,J0185-DR-S,Ethnic Dress,S,B091Y9VMNP,Shipped,1,INR,799.0,Manjeri,KERALA,676122.0,IN,False,Easy Ship
3641,171-4623042-7676322,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3068,JNE3068-KR-A-M,kurta,M,B07H7CRJZ4,Shipped,1,INR,696.0,Manjeri,KERALA,676122.0,IN,False,Easy Ship
3642,171-4623042-7676322,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET394,SET394-KR-NP-S,Set,S,B09TH7MBHL,Shipped,1,INR,1281.0,Manjeri,KERALA,676122.0,IN,False,Easy Ship
3643,171-4623042-7676322,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET307,SET307-KR-DPT-S,Set,S,B09SDYC9GD,Shipped,1,INR,736.0,Manjeri,KERALA,676122.0,IN,False,Easy Ship
3646,406-6871653-0796349,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET329,SET329-KR-NP-M,Set,M,B09K3BNDTT,Shipped,1,INR,666.0,HYDERABAD,TELANGANA,500091.0,IN,False,Easy Ship
3647,171-2775977-3805147,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5021,MEN5021-KR-XXL,kurta,XXL,B08YYSWWGK,Shipped,1,INR,533.0,KOLKATA,WEST BENGAL,700102.0,IN,False,Easy Ship
3655,408-6286758-8429929,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Shipped,1,INR,696.0,GHAZIABAD,UTTAR PRADESH,201011.0,IN,False,Easy Ship
3657,404-2839716-2845130,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3270,JNE3270-KR-L,kurta,L,B07R41MNN3,Shipped,1,INR,376.0,Bangalore,KARNATAKA,560100.0,IN,False,Easy Ship
3658,171-0422895-4803531,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3515,JNE3515-KR-XXL,kurta,XXL,B09812HV48,Shipped,1,INR,459.0,NASHIK,MAHARASHTRA,422006.0,IN,False,Easy Ship
3660,402-4909256-9477130,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3042,JNE3042-KR-M,kurta,M,B07JKYX5RL,Shipped,1,INR,295.0,SULLURU,ANDHRA PRADESH,524121.0,IN,False,Easy Ship
3662,408-0649800-7927512,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0297,J0297-TP-S,Top,S,B099S8W6W1,Shipped,1,INR,0.0,BENGALURU,KARNATAKA,560066.0,IN,False,Easy Ship
3665,407-7220012-7393119,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-L,Set,L,B09G2T795K,Shipped,1,INR,582.0,Pune,MAHARASHTRA,411027.0,IN,False,Easy Ship
3670,403-2354901-8317927,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,BENGALURU,KARNATAKA,560037.0,IN,False,Easy Ship
3678,405-5534707-8124309,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3769,JNE3769-KR-XXL,kurta,XXL,B09K3QNWTJ,Shipped,1,INR,487.0,DEHRADUN,UTTARAKHAND,248001.0,IN,False,Easy Ship
3682,405-2826853-2353927,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-XXXL,kurta,3XL,B09HMHM56Y,Shipped,1,INR,517.0,NEW DELHI,DELHI,110059.0,IN,False,Easy Ship
3685,406-7099071-3005923,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0217,J0217-BL-S,Blouse,S,B09KXW47QT,Shipped,1,INR,665.0,BENGALURU,KARNATAKA,560085.0,IN,False,Easy Ship
3689,406-7026274-0491504,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET302,SET302-KR-PP-XXXL,Set,3XL,B09RKDPBQV,Shipped,1,INR,939.0,MYSURU,KARNATAKA,570007.0,IN,False,Easy Ship
3698,407-5128488-9383541,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2305,JNE2305-KR-533-XXL,kurta,XXL,B07GRRLW2H,Shipped,1,INR,357.0,Coimbatore,TAMIL NADU,641025.0,IN,False,Easy Ship
3699,402-8293007-3919551,2022-04-28,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,MEN5023,MEN5023-KR-S,kurta,S,B08YZ1GSGW,Shipped,1,INR,549.0,HINDALCO INDUSTRIES LTD,UTTAR PRADESH,231217.0,IN,False,Easy Ship
3708,171-3109209-0818768,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XL,kurta,XL,B09HMY74F6,Shipped,1,INR,517.0,HYDERABAD,TELANGANA,500062.0,IN,False,Easy Ship
3709,404-7154074-4621909,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654.0,HYDERABAD,TELANGANA,500053.0,IN,False,Easy Ship
3710,407-1975389-2272326,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-XXXL,kurta,3XL,B09HMHM56Y,Shipped,1,INR,517.0,WARANGAL,TELANGANA,506002.0,IN,False,Easy Ship
3715,406-8955350-8526702,2022-04-28,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3522,JNE3522-KR-XL,kurta,XL,B08W9Z3BJF,Shipped,1,INR,342.0,MANNARKAD,KERALA,678582.0,IN,False,Easy Ship
